Phylum	Class	Genus	Species	Subspecies	English name	GB	FRANCE	BELGIUM	NETHERLANDS	RINSE GB	RINSE FRANCE	RINSE BELGIUM	RINSE NETHERLANDS	Environment
Ascomycota	Leotiomycetes	Erysiphe	flexuosa   			Y	Y	Y		Y		Y		T
Ascomycota	Leotiomycetes	Erysiphe	palczewskii   			Y				Y				T
Ascomycota	Leotiomycetes	Erysiphe	platani   			Y	Y			Y				T
Ascomycota	Leotiomycetes	Erysiphe	russellii   			Y				Y				T
Ascomycota	Leotiomycetes	Erysiphe	vanbruntiana			Y	Y			N				T
Arthropoda	Insecta	Essigella	californica  				Y				?			T
Chordata	Aves	Estrilda	caerulescens		 Lavender Waxbill	Y				Y				T
Chordata	Aves	Estrilda	rhodopyga		 Crimson-rumped Waxbill	Y				Y				T
Chordata	Aves	Estrilda	troglodytes		 Black-rumped Waxbill	Y			Y	Y			N	T
Arthropoda	Insecta	Etiella	zinckenella		 Legume Knot-horn		Y	Y	N				N	T
Arthropoda	Insecta	Euborellia 	annulipes			Y			Y	Y				T
Arthropoda	Insecta	Eucalymnatus	tessellatus				Y				?			T
Angiospermae	Eudicotyledoneae	Eucalyptus			 Gum Tree	Y				Y				T
Cnidaria	Hydrozoa	Eucheilota	paradoxica				Y				N			M
Arthropoda	Insecta	Euchromia	lethe		 Basker	Y	N	N	N	N	N	N	N	T
Arthropoda	Insecta	Euchromius	ocellea		 Eyed Veneer	Y	Y	N	Y	Y	N	N	Y	T
Arthropoda	Maxillopoda	Eudiaptomus 	gracilis						Y					F
Chordata	Aves	Eudocimus	ruber		 Scarlet Ibis	Y			Y				Y	T
Arthropoda	Insecta	Euhoplopsyllus	glacialis  				Y				?			T
Arthropoda	Insecta	Eulachnus	agilis		 Spotted pine aphid	Y				?				T
Arthropoda	Insecta	Eulachnus	bluncki			Y				?				T
Arthropoda	Insecta	Eulachnus	brevipilosus			Y				?				T
Arthropoda	Insecta	Eulagius	filicornis  			Y				Y				T
Arthropoda	Insecta	Eulecanium	excrescens		 Wisteria [ 	Y				Y				T
Arthropoda	Insecta	Eulepidosaphes	pyriformis			Y				?				T
Arthropoda	Insecta	Eumerus	funeralis		 Lesser Bulb-Fly	Y			Y	Y			Y	T
Arthropoda	Insecta	Euophryum	confine		 New Zealand weevil	Y	Y			Y	?			T
Arthropoda	Insecta	Euophryum	rufum			Y	Y			Y	?			T
Chordata	Aves	Euphagus	carolinensis		 Rusty Blackbird	Y				N				T
Angiospermae	Eudicotyledoneae	Euphorbia	maculata		Spotted Spurge	Y	Y	Y	Y			Y	Y	T
Angiospermae	Eudicotyledoneae	Euphorbia	Xpseudovirgata		Russian Spurge	Y	Y		N	Y	Y		N	T
Arthropoda	Insecta	Eupithecia	abietaria		 Cloaked Pug	Y	Y		Y	Y	N	N	N	T
Arthropoda	Insecta	Eupithecia	intricata		 Freyer's Pug	Y	Y	Y	Y	Y	N	Y	N	T
Arthropoda	Insecta	Eupithecia	lariciata		 Larch Pug	Y	Y		Y	Y	N	N	Y	T
Arthropoda	Insecta	Eupithecia	phoeniceata		 Cypress Pug	Y		Y		Y				T
Arthropoda	Insecta	Eupithecia	pulchellata					Y	Y			?	?	T
Arthropoda	Insecta	Eupithecia	sinuosaria		 Goosefoot Pug	Y	Y			Y				T
Platyhelminthes	Turbellaria	Euplana	gracilis						Y				Y	M
Chordata	Aves	Euplectes	albonotatus		 White-winged Widow-bird	Y								T
Chordata	Aves	Euplectes	diadematus		 Fire-crowned Bishop	Y								T
Chordata	Aves	Euplectes	hordeaceus		 Black-winged Red Bishop	Y			Y	Y			Y	T
Chordata	Aves	Euplectes	orix		 Red Bishop	Y		Y	Y	Y		Y	Y	T
Chordata	Aves	Euplectes	progne		 Long-tailed Widow-bird	Y				Y				T
Arthropoda	Insecta	Eupteryx	decemnotata		 Ligurian leafhopper	Y			Y	N			Y	T
Arthropoda	Insecta	Eupteryx	rostrata						Y					T
Arthropoda	Insecta	Eurhadina	loewii			Y		Y	Y	Y		N	N	T
Arthropoda	Arachnida	Euryopis	episinoides					Y				Y		T
Arthropoda	Maxillopoda	Eurytemora	americana			Y	Y		Y	Y	Y		Y	M
Arthropoda	Maxillopoda	Eurytemora	pacifica				Y				N			M
Arthropoda	Arachnida	Eurytetranychus	admes   				Y							T
Arthropoda	Insecta	Eurytoma	orchidearum				Y		Y		?		?	T
Arthropoda	Ostracoda	Eusarsiella	zostericola			Y				Y				M
Arthropoda	Insecta	Eustixia	pupula		 American Cabbage Pearl	Y								T
Arthropoda	Insecta	Euxesta	notata  				Y				?			T
Arthropoda	Insecta	Euxesta	pechumani  				Y				?			T
Arthropoda	Insecta	Euzophera	bigella		 Peach Knot-horn	Y	Y			N	N			T
Arthropoda	Insecta	Euzophera	osseatella		 Potato Knot-horn		Y							T
Arthropoda	Arachnida	Evarcha	jucunda				Y	Y			Y	Y		T
Arthropoda	Insecta	Exaireta	spinigera  				Y				?			T
Arthropoda	Insecta	Exochomus	nigromaculatus		 Black scale-insect ladybird	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Exochomus	quadripustulatus		 Pine Ladybird	Y	Y	Y	Y	Y	Y	Y	Y	T
Chordata	Aves	Falco	biarmicus		 Lanner	Y	Y	Y	Y	Y			Y	T
Chordata	Aves	Falco	cherrug		 Saker	Y	Y	Y	Y	Y		Y	Y	T
Chordata	Aves	Falco	jugger		 Laggar Falcon	Y								T
Chordata	Aves	Falco	mexicanus		 Prairie Falcon	Y								T
Chordata	Aves	Falco	pelegrinoides		 Barbary Falcon	Y	Y							T
Chordata	Aves	Falco	rusticolus		 Gyr Falcon	Y	Y	Y	Y	Y		Y	Y	T
Chordata	Aves	Falco	sparverius		 American Kestrel	Y		Y	Y	Y			Y	T
Angiospermae	Eudicotyledoneae	Fallopia	baldschuanica		Russian Vine	Y	Y	Y	Y			Y	Y	T
Angiospermae	Eudicotyledoneae	Fallopia	Xbohemica		Bohemian Knotweed, Conolly’s Knotweed	Y	Y	Y	Y	Y	Y	Y	Y	T
Angiospermae	Eudicotyledoneae	Fallopia	japonica		Japanese knotweed	Y	Y	Y	Y	Y	Y	Y	Y	T
Angiospermae	Eudicotyledoneae	Fallopia	sachalinensis		Giant Knotweed	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Fannia	pusio  				Y				?			T
Platyhelminthes	Trematoda	Pseudodactylogyrus	anguillae				Y							F
Chordata	Mammalia	Felis	catus		Feral Cat	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Feltia	subgothica		 Gothic Dart	Y	N	N	N	Y	N	N	N	T
Arthropoda	Insecta	Feltiella	acarisuga		 A Predatory Gall Midge	Y	Y		Y	?	?		?	T
Arthropoda	Insecta	Ferrisisa	virgata				Y		Y		?		?	T
Mollusca	Gastropoda	Ferrissia	fragilis		Wautier's Limpet	Y	Y	Y	Y	Y	Y	Y	Y	F
Heterokontophyta	Raphidophyceae	Fibrocapsa	japonica				Y		Y		N			M
Chordata	Aves	Ficedula	mugimaki		 Mugimaki Flycatcher	Y								T
Chordata	Aves	Ficedula	strophiata		 Orange-gorgetted Flycatcher	Y								T
Annelida	Polychaeta	Ficopomatus	enigmaticus		trumpet worm	Y	Y	Y	Y	Y	Y	Y	Y	M
Arthropoda	Insecta	Fieberiella	florii			Y	Y	Y	Y	Y	N	Y	Y	T
Arthropoda	Insecta	Fieberiella	septentrionalis			Y				?				T
Arthropoda	Insecta	Filicaleyrodes	williamsi		 a fern whitefly	Y				?				T
Annelida	Polychaeta	Filogranula	calyculata			Y	Y	Y		N	Y	Y		M
Arthropoda	Insecta	Fiorinia	fioriniae				Y				?			T
Arthropoda	Insecta	Floria	variegata		 Laburnum sucker	Y	Y			N	?			T
Arthropoda	Insecta	Forficula	smyrnensis  				Y				N			T
Arthropoda	Insecta	Frankliniella	fusca						Y					T
Arthropoda	Insecta	Frankliniella	schultzei						Y					T
Arthropoda	Insecta	Franklinothrips	megalops  						Y				?	T
Arthropoda	Insecta	Franklinothrips	vespiformis  				Y		Y		?		?	T
Angiospermae	Eudicotyledoneae	Fraxinus	pennsylvanica		Red Ash		Y	Y				Y		T
Arthropoda	Collembola	Friesea	claviseta			Y	Y		Y	Y	N			T
Arthropoda	Insecta	Fulvius	anthocoroides			Y	Y		Y	?				T
Arthropoda	Insecta	Furchadaspis	zamiae			Y	Y			?	?			T
Ascomycota	Sordariomycetes	Fusarium	oxysporum f.			Y	Y		Y	Y			Y	T
Angiospermae	Eudicotyledoneae	Gaillardia	grandiflora		Blanket flower	Y		Y				Y		T
Angiospermae	Eudicotyledoneae	Galega	officinalis		Goat's-Rue	Y	Y	Y	Y		Y	Y	Y	T
Angiospermae	Eudicotyledoneae	Galinsoga	parviflora		Gallant Soldier	Y	Y	Y	Y		Y	Y	Y	T
Angiospermae	Eudicotyledoneae	Galinsoga	quadriradiata		Shaggy Soldier	Y	Y	Y	Y		Y	Y	Y	T
Arthropoda	Insecta	Galleria	mellonella		 Wax Moth [ 	Y	Y	Y	Y	Y	N	N	Y	T
Chordata	Aves	Gallus	gallus		 Red Jungle-fowl	Y				Y				T
Chordata	Actinopterygii	Gambusia	affinis		Mosquitofish	N	Y	N		N	N	N		F
Chordata	Actinopterygii	Gambusia	holbrooki		Eastern mosquitofish	N	Y	N		N	N	N		F
Arthropoda	Malacostraca	Gammarus	roeseli				Y	Y	Y		Y	Y	Y	F
Arthropoda	Malacostraca	Gammarus	tigrinus		Side Swimmer	Y	Y	Y	Y	Y	Y	Y	Y	M+F
Cnidaria	Hydrozoa	Garveia	franciscana				Y	Y	Y		Y	Y	Y	M+F
Arthropoda	Insecta	Gastrotheus	sumatranus						Y					T
Angiospermae	Eudicotyledoneae	Gaultheria	shallon		Shallon	Y	Y							T
Arthropoda	Insecta	Gelechia	sabinellus		 Juniper Groundling	Y	Y	Y	Y	N	N	N	Y	T
Arthropoda	Insecta	Gelechia	senticetella		 Cypress Groundling	Y	Y	Y	Y	Y	N	N	Y	T
Chordata	Mammalia	Genetta	genetta		Common Genet	N	Y	Y	Y	N	Y	Y	N	T
Arthropoda	Insecta	Geococcus	coffeae				Y		Y		?		?	T
Chordata	Aves	Geopelia	cuneata		 Diamond Dove	Y		Y	Y	Y		Y	Y	T
Chordata	Aves	Geopelia	striata		 Zebra Dove	Y								T
Chordata	Aves	Geophaps	lophotes		Crested Pigeon	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Gibbium	psylloides			Y			Y	Y				T
Mollusca	Gastropoda	Gibbula	albida		Whitish Gibbula		Y				N			M
Arthropoda	Insecta	Gilletteella	cooleyi  			Y				Y				T
Arthropoda	Insecta	Gilpinia	hercyniae  			Y		Y	Y	?				T
Arthropoda	Insecta	Gilpinia	virens  			Y				?				T
Arthropoda	Insecta	Gliricola 	porcelli				Y		Y					T
Chordata	Mammalia	Glis	glis		Edible Dormouse	Y	Y	Y, nat	Y	Y	Y	Y, nat	Y	T
Arthropoda	Insecta	Glischrochilus	quadrisignatus		 Picnic beetle	Y	Y	Y	Y			Y	Y	T
Nematoda	Secernentea	Globodera 	pallida			Y	Y	Y	Y	?	?	?	?	T
Nematoda	Secernentea	Globodera 	rostochiensis			Y	Y	Y	Y	Y	?	?	?	T
Ascomycota	Sordariomycetes	Glomerella	acutata   			Y	Y	Y	Y					T
Ascomycota	Sordariomycetes	Glomerella	cingulata   			Y	Y	Y	Y	Y				T
Arthropoda	Insecta	Glycaspis	brimblecombei  	psylloidea			Y				?			T
Arthropoda	Insecta	Glyphodes 	perspectalis						Y					T
Arthropoda	Malacostraca	Gnathia	dentata			Y			Y	Y			N	M
Arthropoda	Malacostraca	Gnathia	maxillaris			Y			Y	Y			Y	F
Arthropoda	Insecta	Gnathocerus	cornutus  			Y	Y			Y	?			T
Arthropoda	Insecta	Gnathotrichus	materiarius				Y	Y	Y				N	T
Arthropoda	Insecta	Gnatocerus	cornutus		 Broad-horned Flour Beetle	Y	Y	Y	Y	Y	?	N	Y	T
Annelida	Polychaeta	Goniadella	gracilis			Y	y			Y				M
Cnidaria	Hydrozoa	Gonionemus	vertens			Y	Y	Y, Er	Y	Y	Y	N	Y	M
Arthropoda	Insecta	Gonipterus	scutellatus				Y				?			T
Rhodophyta	not assigned	Gracilaria	multipartita			Y				Y				M
Rhodophyta	not assigned	Gracilaria	vermiculophylla				Y	Y	Y			Y	Y	M
Arthropoda	Insecta	Gracilia	minuta			Y			Y	Y				T
Chordata	Aves	Gracula	religiosa		 Hill Myna	Y				Y				T
Arthropoda	Malacostraca	Grandidierella	japonica			Y				Y				M
Arthropoda	Insecta	Graphocephala	fennahi		 Rhododendron leafhopper	Y	Y	Y	Y	Y	?	Y	Y	T
Arthropoda	Insecta	Grapholita	delineana				Y		Y		?		?	T
Chordata	Reptilia	Graptemys	pseudogeographica		False map turtle			Y	Y			Y	Y	F+T
Rhodophyta	not assigned	Grateloupia	filicina			Y	Y			Y	Y			M
Rhodophyta	not assigned	Grateloupia	subpectinata		Grateloup's Fringe Weed	Y	Y			Y				M
Rhodophyta	not assigned	Grateloupia	turuturu		Devil's Tongue Weed	Y	Y		Y	Y	Y		Y	M
Angiospermae	Eudicotyledoneae	Grindelia	squarrosa			Y	Y	Y	Y	Y		Y	Y	T
Arthropoda	Insecta	Gronops	inaequalis			Y				Y				T
Chordata	Aves	Grus	antigone		 Sarus Crane	Y	Y			?	Y			T
Arthropoda	Insecta	Gryllodes 	sigillatus			Y			Y					T
Arthropoda	Insecta	Gryon	leptocorisae  				Y				?			T
Arthropoda	Insecta	Grypotes	puncticollis			Y			Y	Y			N	T
Arthropoda	Insecta	Gugolzia	harmolitae  				Y				?			T
Ascomycota	Dothideomycetes	Guignardia	aesculi   			Y	Y	Y	Y	Y				T
Angiospermae	Eudicotyledoneae	Gunnera	tinctoria		Giant Rhubarb	Y	Y							T
Arthropoda	Insecta	Gymnaspis	aechmeae 			Y	Y			?	?			T
Chordata	Actinopterygii	Gymnocephalus	cernuus		Eurasian Ruffe	Y, nat	Y	Y, nat	Y	Y, nat	Y	Y, nat	Y	F
Dinoflagellata	Dinophyceae	Gymnodinium	catenatum			Y	Y		Y	N	N		Y	M
Arthropoda	Insecta	Gynaikothrips	ficorum						Y					T
Chordata	Aves	Gyps	bengalensis		 Indian White-backed Vulture	Y				Y				T
Chordata	Aves	Gyps	fulvus		 European Griffon Vulture	Y	Y	Y	Y			Y	Y	T
Mollusca	Gastropoda	Gyraulus	parvus		Ash Gyro				Y				Y	F
Mollusca	Gastropoda	Gyraulus 	chinensis			Y, Indoors	Y		Y	Y	Y		Y	F
Arthropoda	Insecta	Gyropus 	ovalis				Y		Y					T
Arthropoda	Insecta	Hadena	compta		 Varied Coronet	Y	Y	Y	Y	Y	N	N	Y	T
Arthropoda	Insecta	Hadrognathus	longipalpis			Y				N				T
Arthropoda	Arachnida	Hadrotarsus	ornatus					Y				Y		T
Annelida	Clitellata	Haementeria	costata			Y			Y	N			Y	F
Chordata	Aves	Haliaeetus	leucocephalus		 Bald Eagle	Y			Y	Y			Y	T
Chordata	Aves	Haliaeetus	leucoryphus		 Pallas Sea-eagle	Y								T
Porifera	Demospongiae 	Haliclona	loosanoffi		Loosanoff's haliclona				Y	N			Y	M
Porifera	Demospongiae 	Haliclona	rosea			Y	Y		Y	Y	Y		Y	M
Porifera	Demospongiae 	Haliclona	simplex						Y					M
Porifera	Demospongiae 	Haliclona	xena			Y	Y	Y	Y	Y	Y	Y	Y	M
Mollusca	Gastropoda	Haliotis	tuberculata		Green ormer	Y	nat			Y	nat			M
Cnidaria	Anthozoa	Haliplanella	lineata		Orange-striped anemone	Y	Y	Y	Y	Y	Y	Y	Y	M
Cnidaria	Anthozoa	Haliplanella	luciae				Y				N			M
Arthropoda	Arachnida	Haplodrassus				Y	Y	Y	Y	Y	Y	Y	Y	T
Cercozoa	Ascetosporea	Haplosporidium	armoricanum				Y		Y, Ex					M
Arthropoda	Insecta	Haplotinea	ditella		 Scarce Drab Clothes Moth	Y	N	Y	Y	N	N	N	N	T
Arthropoda	Insecta	Haplotinea	insectella		 Drab Clothes Moth	Y	Y	Y	Y	Y			Y	T
Arthropoda	Insecta	Harmonia	axyridis		Harlequin Ladybird	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Harmonia	quadripunctata		 Cream-Streaked Ladybird	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Arachnida	Harpactea	rubicunda			Y		Y		Y				T
Arthropoda	Insecta	Harpalus	cupreus			Y				Y				T
Arthropoda	Arachnida	Hasarius	adansoni				Y	Y	Y			Y		T
Angiospermae	Eudicotyledoneae	Helianthus	rigidusXtuberosus		Perennial Sunflower	Y	Y	Y	Y			Y	Y	T
Angiospermae	Eudicotyledoneae	Helianthus	tuberosus		Jerusalem Artichoke	Y	Y	Y	Y	Y	Y	Y	Y	T
Mollusca	Gastropoda	Helicodiscus	singleyanus		Smooth Coil Snail	Y				Y				T
Arthropoda	Arachnida	Heliophanus	kochii					Y				Y		T
Arthropoda	Insecta	Heliothrips 	haemorrhoidalis			Y	Y		Y					T
Mollusca	Gastropoda	Helix	aspersa		Common Garden Snail	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	N	Y, nat	Y, nat	T
Mollusca	Gastropoda	Helix	pomatia		Roman Snail	Y	nat	nat	Y, nat	Y	nat	nat	Y, nat	T
Arthropoda	Insecta	Hemiberlesia	lataniae			Y	Y	Y		?	?	?		T
Arthropoda	Insecta	Hemiberlesia	palmae			Y				?				T
Arthropoda	Insecta	Hemiberlesia	rapax				Y				?			T
Arthropoda	Malacostraca	Hemigrapsus	sanguineus		Asian shore crab	Y	Y	Y	Y	N	Y	Y	Y	M
Arthropoda	Malacostraca	Hemimysis	anomala		Bloody-red Mysid	Y	Y	Y	Y	Y	Y	Y	Y	M+F
Chordata	Mammalia	Hemitragus	jemlahicus		Himalayan Tahr	Ex	Y			N	N			T
Arthropoda	Insecta	Henosepilachna	argus		 Bryony Ladybird	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Henoticus 	californicus			Y	Y	Y	Y	N			Y	T
Arthropoda	Insecta	Hercinothrips	bicinctus			Y	Y		Y					T
Arthropoda	Insecta	Hercinothrips	femoralis			Y	Y		Y					T
Arthropoda	Insecta	Hermetia	illucens  				Y				?			T
Arthropoda	Insecta	Heterobostrychus	hamatipennis					Y				?		T
Nematoda	Secernentea	Heterodera	schachtii			Y			Y	Y			?	T
Nematoda	Secernentea	Heterodera 	avenae						Y				?	T
Nematoda	Secernentea	Heterodera 	fici						Y				?	T
Chordata	Aves	Heteronetta	atricapilla		 Black-headed Duck	Y				?				F+T
Arthropoda	Arachnida	Heteropoda	venatoria					Y	Y			Y		T
Arthropoda	Insecta	Heteropterus	morpheus		 Large Chequered Skipper	Y	nat	nat	nat		N	N	N	T
Heterokontophyta	Raphidophyceae	Heterosigma	akashiwo				Y	Y	Y		Y	Y		M
Rhodophyta	not assigned	Heterosiphonia	japonica		Siphoned Japan Weed	Y	Y		Y	?				M
Arthropoda	Insecta	Heterospilus	cephi  			Y				?				T
Mollusca	Gastropoda	Hexaplex	trunculus		Banded murex	N	Y			N	N			M
Arthropoda	Insecta	Hippobosca	longipennis		 Dog Louse fly	Y			N	?				T
Arthropoda	Insecta	Hippodamia	convergens					Y				?		T
Arthropoda	Insecta	Hister	bipunctatus  				Y				?			T
Arthropoda	Insecta	Hofmannophila	pseudospretella		 Brown House Moth	Y	Y	Y	Y	Y	N	Y	Y	T
Arthropoda	Arachnida	Hogna	hispanica			Y								T
Arthropoda	Arachnida	Holocnemus	pluchei		 Marbled Cellar Spider	Y	Y	Y	Y				Y	T
Arthropoda	Insecta	Homotoma	ficus			Y	Y			Y	N			T
Arthropoda	Insecta	Hoplocampa	brevis  			Y				?				T
Arthropoda	Insecta	Hoplopleura	sciuricola 	 anoplura		Y				?				T
Chordata	Aves	Hoplopterus	armatus		 Blacksmith Plover	Y	Y	Y	Y	Y	Y	Y	Y	T
Chordata	Aves	Hoplopterus	spinosus		 Spur-winged Plover	Y				Y				T
Arthropoda	Insecta	Horidiplosis	ficifolii		 A Gall Midge	Y, Indoors			Y, Indoors					T
Arthropoda	Insecta	Howardia	biclavis				Y				?			T
Chordata	Actinopterygii	Hucho	hucho		Huchen (Danube salmon)	Y, Ex	Y	Y, Ex		Y, Ex	Y	Y, Ex		F
Angiospermae	Eudicotyledoneae	Humulus	japonicus		Japanese hop	N	Y	Y	N			Y		T
Angiospermae	Monocotyledoneae	Hyacinthoides	hispanica		Spanish Bluebell	Y		Y				Y		T
Arthropoda	Arachnida	Hyalomma	aegyptium   			Y	Y	Y		Y				T
Mollusca	Gastropoda	Rapana	venosa		Rapa whelk	Y	Y	Y	Y	N	Y	Y	Y	M
Angiospermae	Eudicotyledoneae	Rhododendron	ponticum		Common Rhododendron	Y	Y	Y	Y	Y	Y	Y	Y	T
Annelida	Polychaeta	Hydroides	dianthus			Y	Y	Y		Y	Y	Y		M
Annelida	Polychaeta	Hydroides	elegans			Y, Er	Y		Y				Y	M
Annelida	Polychaeta	Hydroides	ezoensis			Y	Y	Y		Y	Y	Y		M
Chordata	Mammalia	Hydropotes	inermis		Chinese Water Deer	Y	Y, Er			Y	N			T
Arthropoda	Insecta	Hydrotaea	aenescens		 The Dump Fly	Y	Y		Y	?	?		N	T
Mollusca	Gastropoda	Hygromia	cinctella		 Girdled Snail	Y	nat	Y	Y	Y	N	Y	Y	T
Mollusca	Gastropoda	Hygromia	limbata		 Hedge Snail	Y	nat			Y	N			T
Chordata	Amphibia	Hyla	arborea		Common Tree Frog	Y, Er	Y	Y	Y	N	Y	Y	Y	F+T
Chordata	Amphibia	Hyla	meridionalis				Y		Y		N		Y	F+T
Arthropoda	Insecta	Hylastes	angustatus			Y				Y				T
Arthropoda	Insecta	Hylastes	ater			Y	Y	Y	Y	Y		Y	Y	T
Arthropoda	Insecta	Hylastes	attenuatus			Y				Y				T
Arthropoda	Insecta	Hylastes	cunicularius			Y				Y				T
Arthropoda	Insecta	Hylotrupes	bajulus		 House longhorn beetle	Y	Y	Y	Y	Y	Y	Y	Y	T
Porifera	Demospongiae 	Hymeniacidon	perlevis			Y	Y	Y	Y	Y	Y	Y	Y	M
Arthropoda	Insecta	Hymenochaonia	delicata  				Y				?			T
Annelida	Polychaeta	Hypania	invalida			N	Y	Y	Y	N	Y	Y	Y	F
Arthropoda	Insecta	Hyphantria	cunea  			Y	Y			?	?			T
Arthropoda	Insecta	Hypogeococcus	pungens 				Y				?			T
Chordata	Actinopterygii	Hypophthalmichthys	molitrix		Silver Carp	Y	Y	Y	Y	Y	Y	Y	Y	F
Arthropoda	Insecta	Hypoponera	ergatandria  				Y				?			T
Arthropoda	Insecta	Hypoponera	punctatissima		 Roger's ant	Y	Y	Y	Y			Y		T
Arthropoda	Insecta	Hypoponera 	schauinslandi					Y				Y		T
Arthropoda	Insecta	Hypothenemus	eruditus				Y							T
Arthropoda	Insecta	Hypothenemus	hampei		 Coffee berry borer	Y								T
Chordata	Mammalia	Hystrix	cristata		European Porcupine	Ex		Y		N		Y		T
Arthropoda	Insecta	Iassus	scutellaris			Y		Y		Y		N		T
Arthropoda	Insecta	Icerya	formicarum				Y				?			T
Arthropoda	Insecta	Icerya	purchasi		 Cottony cushion scale	Y	Y	Y	Y	?		Y	Y	T
Arthropoda	Insecta	Icosium	tomentosum  	atticum			Y				?			T
Chordata	Actinopterygii	Ictalurus	punctatus		Channel Catfish	Y	Y	Y		Y	Y	Y		F
Chordata	Aves	Icterus	galbula		 Baltimore Oriole	N			Y					T
Arthropoda	Insecta	Idaea	inquinata						Y				?	T
Arthropoda	Insecta	Idiopterus	nephrelepidis			Y	Y	Y	Y	?				T
Arthropoda	Malacostraca	Idotea	metallica			Y	Y	Y	Y	Y	Y	Y	N	F
Arthropoda	Malacostraca	Idotea 	neglecta			Y	Y	Y	Y	Y	Y	Y	Y	F
Arthropoda	Insecta	Illinoia	andromedae			Y				?				T
Arthropoda	Insecta	Illinoia	azaleae			Y	Y		Y	?				T
Arthropoda	Insecta	Illinoia	goldamaryae			Y				?				T
Arthropoda	Insecta	Illinoia	lambersi			Y		Y	Y	?				T
Arthropoda	Insecta	Illinoia	liriodendri			Y	Y		Y	?			N	T
Arthropoda	Insecta	Illinoia	morrisoni			Y	Y			?				T
Arthropoda	Insecta	Illinoia	rhododendri			Y			Y	?				T
Platyhelminthes	Turbellaria	Imogine	necopinata		oyster leech				Y				Y	M
Angiospermae	Eudicotyledoneae	Impatiens	balfourii				Y	Y	Y			Y	Y	T
Angiospermae	Eudicotyledoneae	Impatiens	capensis		Jewel-Weed	Y	Y		Y		Y		Y	T
Angiospermae	Eudicotyledoneae	Impatiens	glandulifera		Himalayan Balsam	Y	Y	Y	Y	Y	Y	Y	Y	T
Angiospermae	Eudicotyledoneae	Impatiens	parviflora		Small Balsam	Y	Y	Y	Y		Y	Y	Y	T
Arthropoda	Insecta	Impatientinum	asiaticum			Y	Y	Y	Y	?		Y	Y	T
Arthropoda	Malacostraca	Incisocalliope	aestuarius				Y	Y	Y		Y	Y	Y	M+F
Arthropoda	Insecta	Insignorthezia	insignis			Y	Y			?	?			T
Angiospermae	Eudicotyledoneae	Ipomoea	hederacea		Ivy-Leaved Morning-Glory	Y		Y	Y			Y	Y	T
Arthropoda	Insecta	Ips	amitinus		 Smaller eight-toothed spruce bark beetle	Y		Y				Y		T
Arthropoda	Insecta	Ips	cembrae		 Large Larch Bark Beetle	Y	Y	Y	Y	N	?	Y	?	T
Arthropoda	Insecta	Ips	duplicatus					Y				?		T
Arthropoda	Insecta	Ips	sexdentatus		 Six-toothed Bark Beetle	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Ips	typographus		 Eight-toothed Spruce Bark Beetle	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Ischnaspis	longirostris				Y				?			T
Arthropoda	Arachnida	Ischnothyreus	velox			Y			Y					T
Haptophyta	Coccolithophyceae	Isochrysis	galbana			Y				?				M
Arthropoda	Insecta	Isodontia	mexicana  				Y				?			T
Angiospermae	Eudicotyledoneae	Iva	xanthiifolia			Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Ixapion	variegatum			Y				N				T
Chordata	Aves	Ixobrychus	sinensis		 Yellow Bittern	Y								T
Arthropoda	Malacostraca	Jaera	istri				Y	Y	Y		N	Y	Y	F
Arthropoda	Insecta	Janetiella	siskiyou		 A Gall Midge	Y	Y	Y	Y					T
Arthropoda	Malacostraca	Janira	 maculosa			Y	Y	Y	Y	Y	Y	Y	Y	F
Annelida	Polychaeta	Janua	brasiliensis			Y			Y	Y			Y	M
Arthropoda	Insecta	Japananus	hyalinus				Y				?			T
Chordata	Aves	Junco	hyemalis		 Dark-Eyed Junco	Y		Y				Y		T
Angiospermae	Monocotyledoneae	Juncus	tenuis		Dudley's Rush	Y	Y	Y	Y		Y	Y	Y	T
Ascomycota	Dothideomycetes	Kabatiella	caulivora   			Y	Y	Y	Y					T
Arthropoda	Insecta	Kaltenbachiola	strobi		 A Gall Midge	Y	Y		Y	?	?		?	T
Dinoflagellata	Dinophyceae	Karenia	mikimotoi			Y	Y		Y	?	Y		Y	M
Rotifera	Eurotifera	Keratella	tropica					Y	Y			Y	Y	M
Arthropoda	Insecta	Klimaszewskia	salviae  				Y				?			T
Platyhelminthes	Turbellaria	Kontikia	andersoni			Y				Y				T
Platyhelminthes	Turbellaria	Kontikia	ventrolineata			Y				Y				T
Arthropoda	Insecta	Kuwanaspis	pseudoleucaspis 			Y	Y			?	?			T
